State,Year,Month,Season,Temperature_C,Humidity_pct,Pressure_hPa,WindSpeed_mps,CloudCover_pct,Rainfall_mm
Tamil Nadu,2017,8,Monsoon,31.6,75.9,1014.3,5.8,83.8,98.6
Tamil Nadu,2017,9,Monsoon,31.5,81.1,1013.1,4.2,72.5,105.7
Tamil Nadu,2017,10,Post-Monsoon,29.0,54.9,1003.3,0.9,16.7,48.2
Tamil Nadu,2017,11,Post-Monsoon,29.2,67.1,1013.2,0.5,44.8,87.0
Tamil Nadu,2017,12,Winter,25.0,66.4,1007.0,2.6,16.0,14.0
Tamil Nadu,2018,1,Winter,26.2,62.0,1010.2,1.3,29.0,61.7
Tamil Nadu,2018,2,Winter,26.9,64.5,1008.3,3.7,17.4,59.0
Tamil Nadu,2018,3,Pre-Monsoon,36.4,66.8,1011.6,2.0,50.5,47.4
Tamil Nadu,2018,4,Pre-Monsoon,32.1,59.8,1021.7,2.9,20.5,37.4
Tamil Nadu,2018,5,Pre-Monsoon,32.8,57.3,1019.9,1.1,59.1,90.3
Tamil Nadu,2018,6,Monsoon,33.2,79.3,1012.0,3.1,67.1,106.4
Tamil Nadu,2018,7,Monsoon,33.6,74.1,1010.4,4.3,54.1,95.4
Tamil Nadu,2018,8,Monsoon,29.6,81.4,1009.8,3.7,74.9,100.5
Tamil Nadu,2018,9,Monsoon,30.3,77.2,1015.2,6.2,77.1,121.8
Tamil Nadu,2018,10,Post-Monsoon,28.2,64.3,1005.3,1.0,23.9,79.4
Tamil Nadu,2018,11,Post-Monsoon,32.9,64.9,1002.3,2.3,39.5,73.2
Tamil Nadu,2018,12,Winter,23.3,55.9,1012.6,3.0,2.1,26.9
Tamil Nadu,2019,1,Winter,27.3,69.8,1017.9,3.1,23.0,19.5
Tamil Nadu,2019,2,Winter,26.2,71.0,1022.8,3.2,41.4,96.5
Tamil Nadu,2019,3,Pre-Monsoon,32.9,62.0,1024.7,1.6,59.2,88.7
Tamil Nadu,2019,4,Pre-Monsoon,36.7,51.7,1017.1,1.8,13.8,51.5
Tamil Nadu,2019,5,Pre-Monsoon,36.0,56.2,1002.5,2.4,33.7,91.9
Tamil Nadu,2019,6,Monsoon,32.9,82.5,1026.0,4.7,69.8,81.6
Tamil Nadu,2019,7,Monsoon,30.5,80.3,1019.7,5.0,57.3,116.5
Tamil Nadu,2019,8,Monsoon,32.3,95.2,1019.2,5.3,75.9,153.3
Tamil Nadu,2019,9,Monsoon,33.5,72.3,1010.6,3.7,80.7,166.8
Tamil Nadu,2019,10,Post-Monsoon,29.8,43.9,1010.1,3.4,43.1,84.9
Tamil Nadu,2019,11,Post-Monsoon,30.4,52.8,1016.6,1.7,67.8,117.8
Tamil Nadu,2019,12,Winter,25.8,58.1,1012.3,2.3,51.8,97.6
Tamil Nadu,2020,1,Winter,25.5,78.1,1013.3,3.3,25.9,90.3
Tamil Nadu,2020,2,Winter,27.6,47.9,1027.1,3.8,29.0,24.8
Tamil Nadu,2020,3,Pre-Monsoon,34.7,63.7,1015.5,2.7,42.6,123.6
Tamil Nadu,2020,4,Pre-Monsoon,35.1,54.6,1022.5,4.1,82.3,87.2
Tamil Nadu,2020,5,Pre-Monsoon,34.5,46.3,1016.9,2.0,63.9,73.6
Tamil Nadu,2020,6,Monsoon,27.6,79.2,999.2,5.3,44.0,108.8
Tamil Nadu,2020,7,Monsoon,26.8,80.4,1024.5,4.9,62.0,113.7
Tamil Nadu,2020,8,Monsoon,31.0,86.8,1003.4,5.1,34.4,85.3
Tamil Nadu,2020,9,Monsoon,30.0,88.1,1013.2,3.1,60.2,129.6
Tamil Nadu,2020,10,Post-Monsoon,30.8,58.4,1009.6,3.2,27.2,66.6
Tamil Nadu,2020,11,Post-Monsoon,35.3,51.6,1000.0,3.3,24.8,57.8
Tamil Nadu,2020,12,Winter,25.4,60.9,1024.2,3.3,47.9,48.0
Tamil Nadu,2021,1,Winter,24.7,40.3,1007.3,3.5,42.8,51.0
Tamil Nadu,2021,2,Winter,27.0,57.5,1014.4,3.3,10.8,43.3
Tamil Nadu,2021,3,Pre-Monsoon,35.9,59.7,1017.9,5.3,33.4,63.3
Tamil Nadu,2021,4,Pre-Monsoon,32.5,64.5,1016.2,2.7,19.7,52.1
Tamil Nadu,2021,5,Pre-Monsoon,36.9,66.6,1019.7,2.3,46.2,74.6
Tamil Nadu,2021,6,Monsoon,29.1,85.5,1006.1,3.9,77.8,117.1
Tamil Nadu,2021,7,Monsoon,28.6,91.4,1017.0,3.8,51.9,86.7
Tamil Nadu,2021,8,Monsoon,30.1,83.9,1010.5,2.5,69.2,95.4
Tamil Nadu,2021,9,Monsoon,32.3,77.4,1024.8,2.6,94.7,107.8
Tamil Nadu,2021,10,Post-Monsoon,32.7,63.6,1021.0,2.1,18.5,73.0
Tamil Nadu,2021,11,Post-Monsoon,30.8,64.8,1021.6,1.5,43.9,53.6
Tamil Nadu,2021,12,Winter,26.7,63.6,1002.5,1.7,55.3,99.1
Tamil Nadu,2022,1,Winter,26.9,64.9,1010.9,3.9,32.0,64.8
Tamil Nadu,2022,2,Winter,29.3,56.8,1023.9,1.0,59.4,64.6
Tamil Nadu,2022,3,Pre-Monsoon,33.5,47.9,1009.8,1.5,25.9,42.8
Tamil Nadu,2022,4,Pre-Monsoon,35.9,64.7,1015.2,1.4,21.8,86.1
Tamil Nadu,2022,5,Pre-Monsoon,32.5,76.2,1011.3,2.5,51.1,107.5
Tamil Nadu,2022,6,Monsoon,30.8,79.9,1012.6,4.8,88.4,113.7
Tamil Nadu,2022,7,Monsoon,32.2,96.1,1015.7,4.8,52.2,40.6
Tamil Nadu,2022,8,Monsoon,31.8,82.2,1009.4,4.7,74.1,127.4
Tamil Nadu,2022,9,Monsoon,31.2,77.0,1019.9,4.3,82.9,95.0
Tamil Nadu,2022,10,Post-Monsoon,29.7,63.7,1013.1,3.0,31.0,21.0
Tamil Nadu,2022,11,Post-Monsoon,30.1,69.4,1010.9,2.3,49.8,62.8
Tamil Nadu,2022,12,Winter,23.9,61.7,1009.6,1.5,32.4,68.9
Tamil Nadu,2023,1,Winter,27.0,65.5,1025.7,2.2,39.2,50.2
Tamil Nadu,2023,2,Winter,25.3,58.3,1009.6,2.9,70.2,73.0
Tamil Nadu,2023,3,Pre-Monsoon,33.2,62.5,1015.8,2.8,54.3,26.1
Tamil Nadu,2023,4,Pre-Monsoon,29.2,59.0,1020.7,0.9,0.0,38.6
Tamil Nadu,2023,5,Pre-Monsoon,34.5,54.3,1006.1,1.5,36.7,46.9
Tamil Nadu,2023,6,Monsoon,32.0,60.2,1007.0,3.4,71.2,79.5
Tamil Nadu,2023,7,Monsoon,32.6,68.1,1013.3,5.1,100.0,105.9
Tamil Nadu,2023,8,Monsoon,31.6,68.6,996.3,5.3,74.9,126.1
Tamil Nadu,2023,9,Monsoon,28.3,87.2,1026.1,4.9,79.1,105.4
Tamil Nadu,2023,10,Post-Monsoon,27.9,73.8,1008.7,3.0,11.6,26.5
Tamil Nadu,2023,11,Post-Monsoon,33.9,60.2,1023.2,2.4,7.4,50.6
Tamil Nadu,2023,12,Winter,25.8,68.6,1013.2,1.0,37.5,109.8
Tamil Nadu,2024,1,Winter,28.0,62.5,1020.5,2.7,38.1,38.0
Tamil Nadu,2024,2,Winter,27.5,71.3,1007.1,3.9,33.6,49.1
Tamil Nadu,2024,3,Pre-Monsoon,36.0,60.7,1018.3,2.2,34.1,66.3
Tamil Nadu,2024,4,Pre-Monsoon,34.6,47.0,1005.2,3.4,33.0,42.1
Tamil Nadu,2024,5,Pre-Monsoon,31.3,54.4,998.8,2.4,26.0,34.6
Tamil Nadu,2024,6,Monsoon,30.9,85.9,1027.7,3.0,92.4,133.9
Tamil Nadu,2024,7,Monsoon,29.4,84.6,1009.8,4.7,97.6,137.1
Tamil Nadu,2024,8,Monsoon,32.0,79.6,1002.6,4.3,93.1,90.6
Tamil Nadu,2024,9,Monsoon,28.9,84.0,1006.1,3.7,68.6,75.6
Tamil Nadu,2024,10,Post-Monsoon,29.1,68.6,1003.8,0.9,25.5,74.7
Tamil Nadu,2024,11,Post-Monsoon,30.6,59.3,1013.3,0.8,42.4,71.9
Tamil Nadu,2024,12,Winter,26.2,71.0,1005.1,3.6,37.3,63.7
Punjab,2010,1,Winter,23.0,49.1,1021.5,1.4,23.6,60.4
Punjab,2010,2,Winter,21.8,57.2,1024.9,2.1,45.2,37.5
Punjab,2010,3,Pre-Monsoon,31.5,51.6,1016.3,1.9,10.1,42.6
Punjab,2010,4,Pre-Monsoon,25.9,47.5,1019.6,2.7,64.2,92.5
Punjab,2010,5,Pre-Monsoon,28.7,50.2,1012.7,0.9,20.9,30.6
Punjab,2010,6,Monsoon,22.9,70.4,1011.3,2.8,81.1,116.9
Punjab,2010,7,Monsoon,27.5,67.4,1017.1,5.2,79.6,80.8
Punjab,2010,8,Monsoon,27.6,79.6,1008.8,6.6,67.1,98.5
Punjab,2010,9,Monsoon,25.7,71.8,1000.8,4.0,58.6,92.4
Punjab,2010,10,Post-Monsoon,29.0,55.2,996.4,4.5,39.4,50.6
Punjab,2010,11,Post-Monsoon,27.3,51.4,1008.3,2.7,25.9,40.1
Punjab,2010,12,Winter,21.6,38.5,1014.0,3.1,42.7,68.1
Punjab,2011,1,Winter,23.6,45.7,1018.9,1.1,21.5,17.8
Punjab,2011,2,Winter,25.2,57.5,1016.4,3.6,21.8,52.4
Punjab,2011,3,Pre-Monsoon,29.7,56.8,1012.2,2.1,43.1,81.2
Punjab,2011,4,Pre-Monsoon,28.7,49.5,1005.6,0.0,38.0,70.1
Punjab,2011,5,Pre-Monsoon,30.5,34.4,1010.5,0.3,55.5,39.1
Punjab,2011,6,Monsoon,29.5,77.6,1006.7,3.4,80.3,91.2
Punjab,2011,7,Monsoon,27.2,66.1,1000.5,2.3,78.4,91.0
Punjab,2011,8,Monsoon,25.9,75.6,1021.2,4.2,69.9,102.8
Punjab,2011,9,Monsoon,24.3,71.8,1016.9,5.2,45.9,57.9
Punjab,2011,10,Post-Monsoon,25.2,50.8,1016.4,4.0,27.6,36.0
Punjab,2011,11,Post-Monsoon,29.3,52.4,1021.9,2.8,17.6,10.1
Punjab,2011,12,Winter,19.9,55.3,1021.3,4.3,47.6,86.0
Punjab,2012,1,Winter,21.8,40.7,1019.0,2.9,36.6,53.9
Punjab,2012,2,Winter,23.6,60.3,1022.1,3.0,47.7,75.8
Punjab,2012,3,Pre-Monsoon,29.1,56.1,1003.2,3.6,17.1,51.7
Punjab,2012,4,Pre-Monsoon,28.3,54.4,1012.8,0.9,41.3,49.0
Punjab,2012,5,Pre-Monsoon,31.8,50.0,1015.8,1.5,26.2,35.5
Punjab,2012,6,Monsoon,28.7,83.4,1007.4,5.6,42.5,57.2
Punjab,2012,7,Monsoon,25.1,59.2,1001.9,4.9,71.8,99.8
Punjab,2012,8,Monsoon,28.4,72.1,1017.6,4.4,57.2,103.1
Punjab,2012,9,Monsoon,25.8,62.5,1011.8,3.6,68.7,94.7
Punjab,2012,10,Post-Monsoon,27.7,42.8,1009.6,3.6,42.4,97.3
Punjab,2012,11,Post-Monsoon,29.4,59.2,1003.3,3.3,34.2,50.5
Punjab,2012,12,Winter,23.3,57.6,1016.5,1.6,46.1,52.1
Punjab,2013,1,Winter,23.4,47.6,1011.5,3.3,19.4,78.4
Punjab,2013,2,Winter,19.4,45.2,1015.6,3.1,33.5,46.5
Punjab,2013,3,Pre-Monsoon,30.8,48.2,1022.8,3.3,48.1,38.9
Punjab,2013,4,Pre-Monsoon,29.8,47.6,1006.0,2.9,26.9,60.8
Punjab,2013,5,Pre-Monsoon,27.9,63.8,1006.7,2.7,46.9,61.7
Punjab,2013,6,Monsoon,28.7,60.2,1023.2,4.5,66.1,73.7
Punjab,2013,7,Monsoon,28.6,65.3,1007.8,4.3,57.3,118.4
Punjab,2013,8,Monsoon,25.9,76.7,1014.5,3.5,74.9,115.8
Punjab,2013,9,Monsoon,26.6,79.5,1020.2,5.4,68.1,72.6
Punjab,2013,10,Post-Monsoon,25.8,51.6,1016.8,0.3,34.9,55.3
Punjab,2013,11,Post-Monsoon,26.4,60.3,1016.0,3.8,31.8,74.0
Punjab,2013,12,Winter,26.3,60.5,1005.4,2.2,29.8,67.8
Punjab,2014,1,Winter,24.4,43.3,1013.5,0.5,56.6,38.9
Punjab,2014,2,Winter,23.1,47.5,1021.0,-0.3,34.8,32.1
Punjab,2014,3,Pre-Monsoon,29.1,63.8,1006.8,3.3,40.3,65.2
Punjab,2014,4,Pre-Monsoon,28.7,44.1,1020.7,2.9,11.8,11.8
Punjab,2014,5,Pre-Monsoon,30.8,56.7,1008.2,-0.4,42.8,28.4
Punjab,2014,6,Monsoon,23.0,47.3,1018.7,4.6,71.6,74.2
Punjab,2014,7,Monsoon,28.3,82.9,1003.3,4.5,50.7,59.1
Punjab,2014,8,Monsoon,26.5,75.0,1013.3,5.1,85.6,105.9
Punjab,2014,9,Monsoon,26.4,62.5,1014.7,3.7,97.2,72.6
Punjab,2014,10,Post-Monsoon,25.9,46.2,1018.0,2.3,25.4,51.9
Punjab,2014,11,Post-Monsoon,25.3,50.3,1017.6,0.9,42.2,25.1
Punjab,2014,12,Winter,24.6,42.3,1017.8,3.6,47.9,43.1
Punjab,2015,1,Winter,22.5,45.4,1023.3,1.8,19.4,32.7
Punjab,2015,2,Winter,21.4,42.4,1002.9,2.0,33.8,39.3
Punjab,2015,3,Pre-Monsoon,31.9,54.2,1011.7,2.3,42.7,61.2
Punjab,2015,4,Pre-Monsoon,30.3,46.2,1006.0,1.1,45.0,51.0
Punjab,2015,5,Pre-Monsoon,31.2,49.0,1022.8,2.0,49.3,41.3
Punjab,2015,6,Monsoon,25.8,74.7,1015.9,4.9,76.2,69.1
Punjab,2015,7,Monsoon,31.8,79.5,1018.1,4.6,90.1,86.0
Punjab,2015,8,Monsoon,27.1,67.6,1012.4,1.3,78.2,61.8
Punjab,2015,9,Monsoon,30.2,70.2,1004.7,4.5,59.3,68.0
Punjab,2015,10,Post-Monsoon,27.6,57.7,1007.5,2.5,14.5,40.1
Punjab,2015,11,Post-Monsoon,28.0,54.0,1013.0,2.9,59.1,48.1
Punjab,2015,12,Winter,23.3,41.3,1006.9,2.6,51.6,40.7
Punjab,2016,1,Winter,22.5,46.7,1009.3,2.8,12.5,60.0
Punjab,2016,2,Winter,21.7,55.8,1004.1,3.2,45.1,75.6
Punjab,2016,3,Pre-Monsoon,28.0,52.0,1004.7,2.2,50.4,85.6
Punjab,2016,4,Pre-Monsoon,30.0,42.2,1017.5,2.5,0.2,34.1
Punjab,2016,5,Pre-Monsoon,30.0,59.6,1005.3,-0.7,39.2,70.8
Punjab,2016,6,Monsoon,23.6,62.2,1032.3,4.2,86.0,80.1
Punjab,2016,7,Monsoon,22.8,68.6,1011.1,4.1,73.3,100.6
Punjab,2016,8,Monsoon,26.7,59.9,1016.4,2.6,44.2,79.6
Punjab,2016,9,Monsoon,28.0,69.5,1003.2,3.8,71.1,65.4
Punjab,2016,10,Post-Monsoon,25.5,55.2,1023.0,2.1,46.3,22.7
Punjab,2016,11,Post-Monsoon,28.3,43.6,1015.2,2.3,54.8,46.4
Punjab,2016,12,Winter,24.3,47.8,1011.9,2.3,22.3,41.5
Punjab,2017,1,Winter,22.9,51.9,1013.6,3.3,48.9,43.8
Punjab,2017,2,Winter,24.7,40.5,1017.1,3.1,6.3,24.4
Punjab,2017,3,Pre-Monsoon,29.1,43.9,1022.5,1.8,22.9,37.2
Punjab,2017,4,Pre-Monsoon,31.4,48.9,1021.2,3.0,2.3,12.1
Punjab,2017,5,Pre-Monsoon,28.9,53.8,994.6,5.0,43.0,71.8
Punjab,2017,6,Monsoon,29.4,88.7,1019.1,5.4,77.0,104.3
Punjab,2017,7,Monsoon,26.0,63.4,1008.2,3.1,73.9,60.2
Punjab,2017,8,Monsoon,27.4,69.7,1014.0,4.0,100.0,143.4
Punjab,2017,9,Monsoon,24.5,71.9,1008.7,3.5,54.9,92.2
Punjab,2017,10,Post-Monsoon,25.6,57.7,1020.0,3.9,22.2,53.9
Punjab,2017,11,Post-Monsoon,28.3,46.2,1007.6,4.1,38.4,68.1
Punjab,2017,12,Winter,21.4,40.2,1009.0,2.4,19.0,35.6
Punjab,2018,1,Winter,19.6,41.0,1017.7,3.1,29.1,20.5
Punjab,2018,2,Winter,20.9,47.0,1017.5,3.4,27.6,20.2
Punjab,2018,3,Pre-Monsoon,30.5,43.4,1009.4,3.8,47.4,63.4
Punjab,2018,4,Pre-Monsoon,27.5,51.7,1020.4,2.1,55.3,92.9
Punjab,2018,5,Pre-Monsoon,33.3,52.4,1017.1,3.9,41.7,48.0
Punjab,2018,6,Monsoon,26.1,71.9,1004.0,4.4,91.4,70.9
Punjab,2018,7,Monsoon,30.1,79.0,1009.8,5.0,75.0,128.1
Punjab,2018,8,Monsoon,29.0,58.8,1017.1,4.3,76.2,74.9
Punjab,2018,9,Monsoon,30.5,78.3,1007.8,3.2,69.2,107.9
Punjab,2018,10,Post-Monsoon,27.5,60.0,1018.5,3.5,39.9,32.7
Punjab,2018,11,Post-Monsoon,26.6,58.5,1012.6,3.0,30.2,33.6
Punjab,2018,12,Winter,22.8,52.5,1008.4,2.3,20.9,67.2
Punjab,2019,1,Winter,22.4,61.6,1023.7,2.4,19.9,2.2
Punjab,2019,2,Winter,20.1,39.0,1022.6,2.6,40.8,3.4
Punjab,2019,3,Pre-Monsoon,27.6,57.1,1015.0,2.4,43.5,124.5
Punjab,2019,4,Pre-Monsoon,29.6,50.6,1014.3,4.9,3.5,53.4
Punjab,2019,5,Pre-Monsoon,29.8,54.5,1008.4,2.5,45.7,166.6
Punjab,2019,6,Monsoon,28.6,63.2,1010.0,4.0,48.1,85.5
Punjab,2019,7,Monsoon,28.5,59.8,1020.3,5.0,64.0,98.9
Punjab,2019,8,Monsoon,30.2,75.9,1013.1,4.3,76.1,118.3
Punjab,2019,9,Monsoon,22.8,86.3,1014.1,4.9,74.1,118.0
Punjab,2019,10,Post-Monsoon,26.6,37.2,1028.9,1.3,19.5,22.8
Punjab,2019,11,Post-Monsoon,29.6,50.1,1004.3,3.8,46.0,98.6
Punjab,2019,12,Winter,24.4,69.2,1028.3,1.8,59.4,110.9
Punjab,2020,1,Winter,24.0,36.5,1011.8,1.7,47.4,99.5
Punjab,2020,2,Winter,18.9,49.8,1020.9,2.3,45.9,84.9
Punjab,2020,3,Pre-Monsoon,30.7,47.8,1004.5,1.4,45.6,82.9
Punjab,2020,4,Pre-Monsoon,29.7,46.6,1010.9,3.5,30.0,27.0
Punjab,2020,5,Pre-Monsoon,31.5,48.4,1013.2,4.1,34.7,74.4
Punjab,2020,6,Monsoon,24.6,68.2,1017.3,2.9,78.0,128.0
Punjab,2020,7,Monsoon,27.1,78.3,1015.3,6.0,60.1,119.1
Punjab,2020,8,Monsoon,27.2,61.4,1019.7,6.8,74.7,128.6
Punjab,2020,9,Monsoon,27.2,64.3,1000.3,3.8,54.1,150.6
Punjab,2020,10,Post-Monsoon,26.8,47.2,1019.2,1.4,23.5,53.1
Punjab,2020,11,Post-Monsoon,29.1,54.0,1014.7,2.6,41.0,82.4
Punjab,2020,12,Winter,20.9,50.4,1005.5,2.6,27.8,131.4
Punjab,2021,1,Winter,22.9,38.8,1012.1,3.0,60.1,54.7
Punjab,2021,2,Winter,19.8,56.5,1003.3,2.1,31.1,56.1
Punjab,2021,3,Pre-Monsoon,31.4,44.5,1011.1,2.5,37.2,54.0
Punjab,2021,4,Pre-Monsoon,30.9,56.8,1015.7,3.0,11.3,37.8
Punjab,2021,5,Pre-Monsoon,31.0,55.8,1008.2,1.8,26.4,62.1
Punjab,2021,6,Monsoon,29.1,66.7,1019.4,4.6,73.1,86.6
Punjab,2021,7,Monsoon,28.5,72.6,1028.9,3.6,82.8,87.6
Punjab,2021,8,Monsoon,25.3,69.9,1014.0,7.4,72.2,71.5
Punjab,2021,9,Monsoon,27.5,53.4,1012.4,4.5,86.9,116.1
Punjab,2021,10,Post-Monsoon,26.0,48.8,1007.6,1.4,39.6,32.5
Punjab,2021,11,Post-Monsoon,26.2,42.0,1016.8,4.3,15.5,0.0
Punjab,2021,12,Winter,22.8,50.1,1014.5,2.1,32.0,57.2
Punjab,2022,1,Winter,25.1,34.4,1010.4,2.7,21.2,68.1
Punjab,2022,2,Winter,21.7,49.7,1016.9,1.9,7.3,20.3
Punjab,2022,3,Pre-Monsoon,32.1,47.3,1007.1,3.4,30.0,39.4
Punjab,2022,4,Pre-Monsoon,30.3,56.2,1029.7,3.3,52.4,53.6
Punjab,2022,5,Pre-Monsoon,27.9,50.5,1013.8,1.4,32.4,58.7
Punjab,2022,6,Monsoon,27.7,74.0,1015.0,4.0,67.3,68.3
Punjab,2022,7,Monsoon,30.6,70.1,1011.4,3.6,100.0,96.0
Punjab,2022,8,Monsoon,26.1,73.3,1017.2,5.5,100.0,127.2
Punjab,2022,9,Monsoon,24.9,67.9,1015.2,6.6,54.0,102.0
Punjab,2022,10,Post-Monsoon,27.4,56.7,1012.3,1.7,46.3,79.2
Punjab,2022,11,Post-Monsoon,28.9,49.9,1008.8,0.9,47.3,72.7
Punjab,2022,12,Winter,21.1,45.7,1009.7,1.0,22.7,19.0
Punjab,2023,1,Winter,22.2,44.1,1001.6,4.5,53.8,53.3
Punjab,2023,2,Winter,23.5,53.3,1021.3,1.7,51.4,53.6
Punjab,2023,3,Pre-Monsoon,27.3,55.8,1022.0,5.1,17.0,52.2
Punjab,2023,4,Pre-Monsoon,29.2,56.3,1002.7,1.2,23.4,52.9
Punjab,2023,5,Pre-Monsoon,28.7,55.3,1020.2,3.1,59.3,80.8
Punjab,2023,6,Monsoon,24.6,80.9,1008.8,5.4,98.6,133.1
Punjab,2023,7,Monsoon,24.0,62.7,1022.3,4.3,76.2,104.8
Punjab,2023,8,Monsoon,28.4,72.2,1011.5,4.2,87.9,120.1
Punjab,2023,9,Monsoon,26.5,78.7,1012.1,3.6,63.6,73.7
Punjab,2023,10,Post-Monsoon,26.5,59.9,1007.4,2.7,25.1,47.9
Punjab,2023,11,Post-Monsoon,24.0,48.2,1011.6,3.0,38.3,31.0
Punjab,2023,12,Winter,25.2,51.7,1014.4,2.5,27.2,51.4
Punjab,2024,1,Winter,24.0,36.0,1009.2,2.2,38.8,72.9
Punjab,2024,2,Winter,21.5,46.0,1009.4,1.7,29.8,63.1
Punjab,2024,3,Pre-Monsoon,27.9,53.4,1001.1,1.9,30.1,89.2
Punjab,2024,4,Pre-Monsoon,29.5,32.4,999.0,2.5,44.2,62.7
Punjab,2024,5,Pre-Monsoon,30.3,59.3,1009.2,3.4,10.5,22.2
Punjab,2024,6,Monsoon,23.4,67.8,1012.7,4.6,75.9,77.8
Punjab,2024,7,Monsoon,26.6,58.0,1022.5,4.2,67.7,111.7
Punjab,2024,8,Monsoon,24.5,61.0,1005.3,4.4,81.5,114.4
Punjab,2024,9,Monsoon,32.1,52.0,1017.3,3.9,66.2,64.9
Punjab,2024,10,Post-Monsoon,25.2,63.5,1018.9,2.5,55.3,44.5
Punjab,2024,11,Post-Monsoon,24.3,32.6,1008.1,2.7,36.5,48.5
Punjab,2024,12,Winter,20.2,56.4,1014.7,3.2,6.6,39.5
Haryana,2010,1,Winter,20.6,41.8,1016.7,2.6,22.2,36.3
Haryana,2010,2,Winter,19.9,54.2,1011.6,3.6,27.1,39.1
Haryana,2010,3,Pre-Monsoon,28.5,52.0,1008.0,3.1,29.3,11.9
Haryana,2010,4,Pre-Monsoon,28.9,35.6,1013.2,1.3,48.9,53.3
Haryana,2010,5,Pre-Monsoon,29.6,50.2,1019.7,2.5,23.4,5.5
Haryana,2010,6,Monsoon,25.6,60.1,1013.7,4.2,85.3,86.5
Haryana,2010,7,Monsoon,26.9,74.5,1015.4,4.4,66.0,78.6
Haryana,2010,8,Monsoon,25.3,60.7,1018.3,4.3,54.8,108.3
Haryana,2010,9,Monsoon,27.6,53.7,1009.9,4.6,100.0,86.1
Haryana,2010,10,Post-Monsoon,29.0,56.2,1008.6,2.2,19.5,41.8
Haryana,2010,11,Post-Monsoon,26.9,50.3,1020.6,1.8,5.5,25.9
Haryana,2010,12,Winter,23.6,47.0,1010.7,2.6,57.7,77.7
Haryana,2011,1,Winter,22.3,41.0,1011.8,4.1,32.3,45.3
Haryana,2011,2,Winter,22.0,53.8,1026.7,3.0,36.2,51.3
Haryana,2011,3,Pre-Monsoon,25.2,51.0,1013.9,2.9,24.3,36.8
Haryana,2011,4,Pre-Monsoon,29.2,53.2,1010.3,4.6,41.5,35.4
Haryana,2011,5,Pre-Monsoon,29.7,39.8,997.6,4.1,45.5,71.9
Haryana,2011,6,Monsoon,27.3,53.9,1009.6,5.3,59.2,25.3
Haryana,2011,7,Monsoon,26.5,63.9,1013.9,5.2,84.6,105.6
Haryana,2011,8,Monsoon,29.4,52.8,1016.5,5.1,56.4,40.2
Haryana,2011,9,Monsoon,25.5,59.7,1018.3,3.9,62.2,66.0
Haryana,2011,10,Post-Monsoon,29.2,45.1,1011.7,2.4,54.4,50.9
Haryana,2011,11,Post-Monsoon,29.6,46.7,1011.9,5.0,19.2,31.5
Haryana,2011,12,Winter,20.5,52.6,1024.8,4.2,53.4,60.4
Haryana,2012,1,Winter,22.3,31.6,1027.3,3.0,27.6,56.7
Haryana,2012,2,Winter,21.1,48.3,1011.8,3.1,34.0,22.5
Haryana,2012,3,Pre-Monsoon,30.2,53.4,1012.8,3.3,19.3,41.8
Haryana,2012,4,Pre-Monsoon,28.8,51.0,1013.2,3.2,51.3,80.2
Haryana,2012,5,Pre-Monsoon,30.5,37.0,1013.0,2.0,29.8,33.4
Haryana,2012,6,Monsoon,25.0,49.3,1008.3,4.7,54.8,70.4
Haryana,2012,7,Monsoon,30.8,73.2,1024.5,4.9,92.5,93.6
Haryana,2012,8,Monsoon,25.7,43.1,1021.3,6.0,66.7,65.6
Haryana,2012,9,Monsoon,25.5,68.1,1020.9,2.8,81.1,91.9
Haryana,2012,10,Post-Monsoon,27.2,48.7,1011.7,2.4,31.8,69.4
Haryana,2012,11,Post-Monsoon,27.8,46.8,1004.1,2.1,48.5,66.0
Haryana,2012,12,Winter,24.3,59.1,1020.3,2.6,27.3,0.0
Haryana,2013,1,Winter,22.7,42.4,1015.7,2.3,30.2,7.7
Haryana,2013,2,Winter,21.1,48.8,1025.0,2.4,39.9,70.3
Haryana,2013,3,Pre-Monsoon,28.4,47.9,1007.8,3.4,37.3,61.4
Haryana,2013,4,Pre-Monsoon,28.4,50.7,1027.6,1.5,29.9,47.9
Haryana,2013,5,Pre-Monsoon,31.6,40.5,993.2,3.9,46.4,29.3
Haryana,2013,6,Monsoon,25.8,77.5,1023.1,5.4,72.4,96.8
Haryana,2013,7,Monsoon,26.7,74.0,1006.9,3.7,90.2,112.9
Haryana,2013,8,Monsoon,29.8,59.6,1012.6,3.6,75.1,61.2
Haryana,2013,9,Monsoon,26.0,53.5,1017.9,5.2,49.0,90.9
Haryana,2013,10,Post-Monsoon,32.0,45.4,1008.5,5.3,15.2,36.4
Haryana,2013,11,Post-Monsoon,27.4,55.8,1015.5,2.0,20.7,37.0
Haryana,2013,12,Winter,21.0,45.4,1009.1,1.0,53.8,56.7
Haryana,2014,1,Winter,20.5,43.7,1013.5,0.8,40.0,22.3
Haryana,2014,2,Winter,26.4,49.2,1010.2,1.8,33.4,45.1
Haryana,2014,3,Pre-Monsoon,29.9,43.3,1013.4,1.9,29.9,1.9
Haryana,2014,4,Pre-Monsoon,31.9,47.4,1007.6,4.4,36.3,23.6
Haryana,2014,5,Pre-Monsoon,31.7,48.2,1015.8,2.1,41.8,35.5
Haryana,2014,6,Monsoon,28.1,49.8,1010.0,6.2,63.5,45.2
